Area Identifier,Area Name,Renewable Electricity: Reference Period = 2000; measure type = Ratio,Renewable Electricity: Reference Period = 2001; measure type = Ratio,Renewable Electricity: Reference Period = 2002; measure type = Ratio,Renewable Electricity: Reference Period = 2003; measure type = Ratio,Renewable Electricity: Reference Period = 2004; measure type = Ratio,Renewable Electricity: Reference Period = 2005; measure type = Ratio,Renewable Electricity: Reference Period = 2006; measure type = Ratio,Renewable Electricity: Reference Period = 2007; measure type = Ratio,Renewable Electricity: Reference Period = 2008; measure type = Ratio,Renewable Electricity: Reference Period = 2009; measure type = Ratio,Renewable Electricity: Reference Period = 2010; measure type = Ratio,Renewable Electricity: Reference Period = 2011; measure type = Ratio,Renewable Electricity: Reference Period = 2012; measure type = Ratio,Renewable Electricity: Reference Period = 2013; measure type = Ratio,Renewable Electricity: Reference Period = 2014; measure type = Ratio,Renewable Electricity: Reference Period = 2015; measure type = Ratio
http://statistics.gov.scot/id/statistical-geography/S92000003,Scotland,12.2,10.4,12.3,9,14.1,15.5,16.8,19.7,22.1,27.2,23.9,36.2,39,44.4,49.7,57.4
