Area Identifier,Area Name,House Prices: Reference Period = 2011; measure type = Lower Quartile,House Prices: Reference Period = 2011; measure type = Mean,House Prices: Reference Period = 2011; measure type = Median,House Prices: Reference Period = 2011; measure type = Upper Quartile,House Prices: Reference Period = 2012; measure type = Lower Quartile,House Prices: Reference Period = 2012; measure type = Mean,House Prices: Reference Period = 2012; measure type = Median,House Prices: Reference Period = 2012; measure type = Upper Quartile,House Prices: Reference Period = 2010; measure type = Lower Quartile,House Prices: Reference Period = 2010; measure type = Mean,House Prices: Reference Period = 2010; measure type = Median,House Prices: Reference Period = 2010; measure type = Upper Quartile,House Prices: Reference Period = 2009; measure type = Lower Quartile,House Prices: Reference Period = 2009; measure type = Mean,House Prices: Reference Period = 2009; measure type = Median,House Prices: Reference Period = 2009; measure type = Upper Quartile
http://statistics.gov.scot/id/statistical-geography/S01001376,S01001376,35000,99000,50000,200000,34000,51079,45000,62000,59000,63050,60000,74000,46000,94292,74475,103500
http://statistics.gov.scot/id/statistical-geography/S01001377,S01001377,65000,73738,74000,86000,64995,69998,69998,75000,52875,68938,67875,85000,0,0,0,0
http://statistics.gov.scot/id/statistical-geography/S01001378,S01001378,69000,114822,108000,157751,85000,120403,113379,140000,65000,138782,134348,190000,65000,89000,80000,95000
http://statistics.gov.scot/id/statistical-geography/S01001379,S01001379,39250,64493,63500,89735,40000,56143,59500,70000,60000,75999,65000,90000,69500,84417,76500,95000
http://statistics.gov.scot/id/statistical-geography/S01001380,S01001380,52000,57250,55000,68000,51750,70123,63498,77750,68400,74669,71000,80000,65000,77095,79000,85000
http://statistics.gov.scot/id/statistical-geography/S01001381,S01001381,61500,71100,67000,79000,87500,138000,121251,199750,48500,98750,98000,149000,68998,98500,80250,118250
http://statistics.gov.scot/id/statistical-geography/S01001382,S01001382,15000,47667,45000,98000,26000,38094,36375,51250,50500,60187,56750,65000,49850,57175,58350,64500
http://statistics.gov.scot/id/statistical-geography/S01001383,S01001383,58000,72900,62000,65000,51500,65076,72533,73500,71250,83149,90500,91000,75000,75000,75000,75000
http://statistics.gov.scot/id/statistical-geography/S01001384,S01001384,85000,85000,85000,85000,56010,60302,63500,65000,74000,75800,75000,80000,65000,77000,82500,89000
http://statistics.gov.scot/id/statistical-geography/S01001385,S01001385,74000,119424,135995,154495,55750,96965,113500,138495,59950,66493,68000,77500,68000,74300,77500,79000
http://statistics.gov.scot/id/statistical-geography/S01001386,S01001386,62500,77875,74750,93250,50500,85250,99250,120000,68000,81143,83000,107000,54500,80938,91000,101000
http://statistics.gov.scot/id/statistical-geography/S01001387,S01001387,63000,82536,81250,99000,60000,70500,70500,81000,78000,89813,83500,99250,71998,92811,76998,110000
http://statistics.gov.scot/id/statistical-geography/S01001388,S01001388,65000,79900,86000,95000,78000,77000,83750,85000,52000,88856,88895,125000,85000,91000,95000,114000
http://statistics.gov.scot/id/statistical-geography/S01001389,S01001389,75000,75000,75000,75000,68000,72667,75000,75000,0,0,0,0,60000,71429,64600,77500
http://statistics.gov.scot/id/statistical-geography/S01001390,S01001390,56500,75750,64000,95000,55000,89406,83750,115000,81750,105000,96500,136750,95000,123333,134000,140000
http://statistics.gov.scot/id/statistical-geography/S01001391,S01001391,55000,60750,60000,62000,47050,58981,61417,70000,65995,65995,65995,65995,63500,72750,78750,82000
http://statistics.gov.scot/id/statistical-geography/S01001392,S01001392,72000,72000,72000,72000,33500,39500,35000,50000,70000,77500,77500,85000,60000,188499,76998,316998
http://statistics.gov.scot/id/statistical-geography/S01001393,S01001393,91000,95167,95000,99500,125000,131000,131000,137000,162500,173750,167500,185000,125000,146000,150000,155000
http://statistics.gov.scot/id/statistical-geography/S01001394,S01001394,28250,41393,50000,52000,2000,29000,21350,29000,31500,41750,41750,52000,36000,50200,58000,59000
http://statistics.gov.scot/id/statistical-geography/S01001395,S01001395,63500,77917,70000,85000,60000,84367,73100,120000,78500,116750,116750,155000,66000,75208,71250,77000
http://statistics.gov.scot/id/statistical-geography/S01001396,S01001396,75000,77500,76500,80000,50250,59750,56500,80000,75000,93444,78000,115000,91000,110551,110551,130101
http://statistics.gov.scot/id/statistical-geography/S01001397,S01001397,0,0,0,0,25000,37333,27000,60000,35000,60000,60000,85000,0,0,0,0
http://statistics.gov.scot/id/statistical-geography/S01001398,S01001398,100000,151833,152500,180000,152500,177435,176000,204150,108500,147031,121000,199125,125000,137583,142500,162000
http://statistics.gov.scot/id/statistical-geography/S01001399,S01001399,40000,54500,60000,63500,33500,38000,38000,42500,70000,70000,70000,70000,44995,47998,47998,51000
http://statistics.gov.scot/id/statistical-geography/S01001400,S01001400,75000,75000,75000,75000,36550,45088,39875,53625,51000,62249,58500,76500,50000,60333,61000,70000
http://statistics.gov.scot/id/statistical-geography/S01001401,S01001401,59000,60333,60000,62000,70000,93750,90000,117500,57000,86333,67000,135000,65000,90667,70000,137000
http://statistics.gov.scot/id/statistical-geography/S01001402,S01001402,90000,106184,105500,115790,95500,111250,108000,110000,108000,119167,115000,134500,107507,116754,117507,126000
http://statistics.gov.scot/id/statistical-geography/S01001403,S01001403,105000,119100,120000,130000,110500,123035,120000,133000,137500,142679,153500,160000,151250,166438,159000,181250
http://statistics.gov.scot/id/statistical-geography/S01001404,S01001404,138000,152438,147500,168000,140000,143678,155000,155100,110000,126100,113000,145000,110000,133400,125000,156500
http://statistics.gov.scot/id/statistical-geography/S01001405,S01001405,122000,134707,125000,170000,127000,156076,146000,197295,101021,150684,162000,186000,153000,217564,180000,220000
http://statistics.gov.scot/id/statistical-geography/S01001406,S01001406,125000,184110,151995,205000,119000,191573,142000,177000,127500,155560,157000,180000,96000,138337,140000,168097
http://statistics.gov.scot/id/statistical-geography/S01001407,S01001407,83000,100337,85000,113685,45500,113842,95000,165000,85000,155833,155000,227500,130000,148133,141500,163800
http://statistics.gov.scot/id/statistical-geography/S01001408,S01001408,65250,88875,68250,112500,65000,97228,105000,130000,65000,75100,67000,87000,72000,91556,80000,95000
http://statistics.gov.scot/id/statistical-geography/S01001409,S01001409,80530,112647,89000,130000,67000,75067,80000,90000,74500,117217,106750,127500,99000,162000,162000,225000
http://statistics.gov.scot/id/statistical-geography/S01001410,S01001410,134000,231233,230000,312099,105555,187505,152000,218000,110000,183181,199995,216000,140000,193870,160000,175000
http://statistics.gov.scot/id/statistical-geography/S01001411,S01001411,155000,266750,216000,447000,230000,312333,239998,249995,180180,205862,227498,249999,178000,184000,184000,190000
http://statistics.gov.scot/id/statistical-geography/S01001412,S01001412,48250,54625,51500,61000,45000,55833,60000,62500,63000,73343,73343,83685,74995,80085,76000,88000
http://statistics.gov.scot/id/statistical-geography/S01001413,S01001413,133000,192714,210000,230000,97000,141308,140000,173500,150000,185168,185000,215000,136250,171825,177500,189000
http://statistics.gov.scot/id/statistical-geography/S01001414,S01001414,58000,67200,65000,83000,56250,71750,73500,87250,67000,73000,69500,82500,57000,61922,65000,66750
http://statistics.gov.scot/id/statistical-geography/S01001415,S01001415,78500,113083,102500,120000,53000,87737,62000,134000,68000,76722,85000,90000,61000,81222,79500,90000
http://statistics.gov.scot/id/statistical-geography/S01001416,S01001416,76000,90500,79000,84000,53500,84214,85000,102000,76000,109750,89250,162000,97500,114750,114750,132000
http://statistics.gov.scot/id/statistical-geography/S01001417,S01001417,116000,128225,130000,140000,100000,117423,116150,139000,90000,103863,103000,110000,100000,118357,118500,138000
http://statistics.gov.scot/id/statistical-geography/S01001418,S01001418,127500,151333,144000,186000,72500,135750,104000,199000,75500,129250,123500,172000,110000,143714,132500,168000
http://statistics.gov.scot/id/statistical-geography/S01001419,S01001419,62000,64200,66500,95000,65000,85039,79000,90000,75000,77810,76050,93000,87500,122833,112250,135000
http://statistics.gov.scot/id/statistical-geography/S01001420,S01001420,240000,294350,278998,372500,197000,258478,244000,288750,285000,333411,305000,397000,210000,315182,241000,292500
http://statistics.gov.scot/id/statistical-geography/S01001421,S01001421,69750,123525,88500,155000,106000,167653,168000,211000,174995,215889,205000,278000,222250,255764,254975,299625
http://statistics.gov.scot/id/statistical-geography/S01001422,S01001422,360000,472800,465000,499000,219000,353000,315000,487000,180000,282767,320000,375000,180000,251000,222000,308000
http://statistics.gov.scot/id/statistical-geography/S01001423,S01001423,120000,202250,162000,289000,87000,120441,115000,145000,82500,122842,105275,135000,110500,162208,122500,209500
http://statistics.gov.scot/id/statistical-geography/S01001424,S01001424,80000,96391,95000,108800,99000,103373,102000,109000,85000,100900,96000,125000,81500,104500,95000,135500
http://statistics.gov.scot/id/statistical-geography/S01001425,S01001425,86000,175667,150000,250000,120000,172692,195000,242500,103500,166700,153500,250000,110000,163043,131000,240000
http://statistics.gov.scot/id/statistical-geography/S01001426,S01001426,112000,129092,120750,136050,92000,118500,120000,155000,140000,135900,140000,140000,145000,145000,145000,145000
http://statistics.gov.scot/id/statistical-geography/S01001427,S01001427,115000,139650,138250,161500,120000,136929,125000,165000,127500,142181,140000,159000,127000,139167,137500,140000
http://statistics.gov.scot/id/statistical-geography/S01001428,S01001428,75000,93499,97500,110000,70000,99083,84500,145000,80000,99500,95000,125000,70210,98601,100000,122000
http://statistics.gov.scot/id/statistical-geography/S01001429,S01001429,90000,115364,95000,132000,73000,101589,90000,135995,85000,111591,115000,140000,84000,120647,116059,121000
http://statistics.gov.scot/id/statistical-geography/S01001430,S01001430,110108,186851,180498,275000,110000,173858,208500,220025,190000,217550,210000,265000,190000,222714,216000,270000
http://statistics.gov.scot/id/statistical-geography/S01001431,S01001431,125000,147611,149000,167500,118777,143655,133500,148500,142000,159950,155000,169750,156000,190667,203000,213000
http://statistics.gov.scot/id/statistical-geography/S01001432,S01001432,120000,134945,142800,157000,260500,256271,275000,296000,135000,164429,161000,165000,139000,156900,155000,175000
http://statistics.gov.scot/id/statistical-geography/S01001433,S01001433,143000,176500,176500,210000,155000,176786,165000,214000,149500,167625,171500,185750,140000,155667,162000,165000
http://statistics.gov.scot/id/statistical-geography/S01001434,S01001434,78000,134959,117500,175000,117250,152875,170000,188500,75000,106143,80000,160000,76000,168500,163500,192000
http://statistics.gov.scot/id/statistical-geography/S01001435,S01001435,120000,150167,145500,182000,134000,196169,203126,235389,148000,182175,165900,238000,132500,198417,184000,273000
http://statistics.gov.scot/id/statistical-geography/S01001436,S01001436,195000,277509,275000,370000,219000,278856,273500,331750,249999,291923,288333,321000,249999,278480,275000,310000
http://statistics.gov.scot/id/statistical-geography/S01001437,S01001437,172500,192286,180000,221500,157000,160000,172000,175000,171000,180458,174500,179000,150000,173750,173750,203000
http://statistics.gov.scot/id/statistical-geography/S01001438,S01001438,300000,301403,345000,352500,225013,258107,245000,295000,328500,351750,349000,375000,215000,280000,285000,340000
http://statistics.gov.scot/id/statistical-geography/S01001439,S01001439,143000,150643,149500,159000,131000,168536,160000,193750,145000,167500,167500,190000,142250,153000,149500,163750
http://statistics.gov.scot/id/statistical-geography/S01001440,S01001440,125000,146657,140000,175000,122500,134046,132000,150000,130000,150286,140000,165000,121500,137000,123500,145000
http://statistics.gov.scot/id/statistical-geography/S01001441,S01001441,175000,174820,175100,179000,77500,185750,160500,294000,76000,163273,160250,222556,148500,177217,169767,180000
http://statistics.gov.scot/id/statistical-geography/S01001442,S01001442,167500,197250,197250,227000,156000,166800,163000,170000,151500,173250,162500,195000,162500,172000,171250,175000
http://statistics.gov.scot/id/statistical-geography/S01001443,S01001443,142500,146817,145000,164000,120000,138108,133750,160000,128000,146278,136000,164000,115000,135314,145000,155000
http://statistics.gov.scot/id/statistical-geography/S01001444,S01001444,73000,119714,139995,145000,95000,157571,157000,210000,130500,164499,141000,195000,90000,121141,112562,135500
http://statistics.gov.scot/id/statistical-geography/S01001445,S01001445,152500,167416,172500,232247,150000,190400,182750,245500,178000,198746,202500,217000,151750,174981,176673,201500
http://statistics.gov.scot/id/statistical-geography/S01001446,S01001446,146750,183250,158500,219750,164250,189067,177500,211150,190000,215575,211250,233300,155750,208356,170000,189675
http://statistics.gov.scot/id/statistical-geography/S01001447,S01001447,175000,229233,200000,305000,165625,240481,175000,266250,170000,241892,210000,266000,165000,237139,175000,281500
http://statistics.gov.scot/id/statistical-geography/S01001448,S01001448,134000,144415,145500,164000,135000,140528,140000,147000,130500,149992,137500,190200,130000,144000,137500,145000
http://statistics.gov.scot/id/statistical-geography/S01001449,S01001449,139000,268000,292500,311000,127500,218833,249750,265000,294600,421657,471000,500000,225000,251824,250000,270000
http://statistics.gov.scot/id/statistical-geography/S01001450,S01001450,161000,179615,176500,183000,125000,160844,157500,164000,145000,153127,164000,165888,140000,169284,169250,189000
http://statistics.gov.scot/id/statistical-geography/S01001451,S01001451,202000,249679,262000,288000,200500,237843,227998,265375,218000,263625,256500,270000,146000,244950,190000,352652
http://statistics.gov.scot/id/statistical-geography/S01001452,S01001452,166000,216461,197500,250000,190000,273286,305000,340000,170000,249681,256043,325000,168000,213056,205000,250000
http://statistics.gov.scot/id/statistical-geography/S01001453,S01001453,168000,172190,187000,192000,138000,180450,158300,222500,180000,213416,210000,248000,167000,181000,178000,190000
http://statistics.gov.scot/id/statistical-geography/S01001454,S01001454,175000,294444,360000,380000,139750,250430,280075,300000,176500,325350,385000,660026,192500,299703,328000,357750
http://statistics.gov.scot/id/statistical-geography/S01001455,S01001455,115000,158214,165000,180000,145559,157006,163500,178000,159000,173616,180000,190000,121000,150833,158000,175000
http://statistics.gov.scot/id/statistical-geography/S01001456,S01001456,212500,289183,270595,356000,211000,258500,267500,292500,170000,245386,243000,280000,174999,290458,237500,250000
http://statistics.gov.scot/id/statistical-geography/S01001457,S01001457,145500,275875,265000,357500,144000,304924,230000,470000,120000,326400,281500,625000,144000,258221,225550,350000
http://statistics.gov.scot/id/statistical-geography/S01001458,S01001458,118950,144279,141500,175000,125000,140567,145000,175000,125000,153611,132000,165000,120000,153116,156000,169000
http://statistics.gov.scot/id/statistical-geography/S01001459,S01001459,286100,336550,317500,330000,250000,298571,325000,345000,270000,306191,283641,348625,227750,290622,290000,335333
http://statistics.gov.scot/id/statistical-geography/S01001460,S01001460,355000,355000,355000,355000,137250,156983,170000,175000,138000,143499,163498,185000,174995,228999,195000,249000
http://statistics.gov.scot/id/statistical-geography/S01001461,S01001461,171000,176400,185000,186000,138000,247500,247500,357000,163000,241500,241500,320000,150000,162500,162500,175000
http://statistics.gov.scot/id/statistical-geography/S01001462,S01001462,235000,259462,280000,335000,223000,303357,242500,356250,230000,273962,257500,456115,229000,362742,358000,600000
http://statistics.gov.scot/id/statistical-geography/S01001463,S01001463,127498,170749,153998,214000,142000,168697,166000,172000,137000,174825,162501,192500,123000,156650,157498,195000
http://statistics.gov.scot/id/statistical-geography/S01001464,S01001464,127000,159350,153250,218000,155000,192301,177505,230000,112000,177974,145000,190000,113750,168531,152000,212500
http://statistics.gov.scot/id/statistical-geography/S01001465,S01001465,235000,422915,410000,483491,203000,410450,312250,625000,239500,358777,265000,403000,250000,413437,325000,620000
http://statistics.gov.scot/id/statistical-geography/S01001466,S01001466,194250,230813,217500,265000,165000,186485,184400,195000,182750,225875,235500,269000,194000,254875,239500,315750
http://statistics.gov.scot/id/statistical-geography/S01001467,S01001467,142500,157808,165000,170000,125000,168464,160000,215000,173500,254873,207000,231167,137500,148300,150000,157000
http://statistics.gov.scot/id/statistical-geography/S01001468,S01001468,196000,269040,211200,330000,195000,255000,255000,315000,221250,315625,347500,410000,180048,180048,180048,180048
http://statistics.gov.scot/id/statistical-geography/S01001469,S01001469,161000,310700,245000,312500,167500,374087,224500,559000,203000,324732,262051,346777,159950,270921,174000,322500
http://statistics.gov.scot/id/statistical-geography/S01001470,S01001470,399500,421751,492505,615001,442000,571536,530000,656000,373717,559692,570050,750000,445000,577218,650000,720000
http://statistics.gov.scot/id/statistical-geography/S01001471,S01001471,171500,327300,415000,445000,155000,267301,270000,360555,350000,418333,405000,415000,165000,313364,330000,450000
http://statistics.gov.scot/id/statistical-geography/S01001472,S01001472,100889,129944,147389,159000,166000,178302,176500,200026,165000,211056,185000,232000,145000,176442,157500,220000
http://statistics.gov.scot/id/statistical-geography/S01001473,S01001473,215000,313618,250000,529500,200000,303018,240000,375000,250000,390704,430000,670000,240000,459809,433013,585000
http://statistics.gov.scot/id/statistical-geography/S01001474,S01001474,105000,113503,122500,140000,99999,156350,125000,141255,125000,229000,143000,198000,134500,238906,232500,340125
http://statistics.gov.scot/id/statistical-geography/S01001475,S01001475,195000,223429,227718,253500,167542,231991,236179,300000,139000,227485,230000,287123,201000,219300,225500,230000
http://statistics.gov.scot/id/statistical-geography/S01001476,S01001476,240250,345688,315000,430000,249999,276389,280000,330000,180000,244268,200000,249950,197500,253638,260000,317500
http://statistics.gov.scot/id/statistical-geography/S01001477,S01001477,149995,159999,155000,170000,151750,187624,181248,199999,130000,154743,155000,161000,137475,178243,158748,195000
http://statistics.gov.scot/id/statistical-geography/S01001478,S01001478,200000,240850,220050,265000,175000,261389,250000,285000,214500,260872,250000,315108,260000,336200,295000,352000
http://statistics.gov.scot/id/statistical-geography/S01001479,S01001479,75000,107083,82498,187000,198500,221200,250000,281000,103500,186844,152500,178875,92500,161829,112500,215475
http://statistics.gov.scot/id/statistical-geography/S01001480,S01001480,259000,351413,346000,443000,215000,408201,439000,529995,157000,186063,187125,215125,175000,184000,190000,198000
http://statistics.gov.scot/id/statistical-geography/S01001481,S01001481,121050,177575,163750,220000,167750,196094,190000,200000,141000,186731,182889,240000,170117,212790,210000,220000
http://statistics.gov.scot/id/statistical-geography/S01001482,S01001482,94000,155250,121500,216500,1400,95050,90000,100100,112500,175000,122500,237500,105000,127321,120000,129750
http://statistics.gov.scot/id/statistical-geography/S01001483,S01001483,340000,483601,477500,628000,322500,438305,411625,592000,350000,514928,580000,625000,340000,500436,530000,639000
http://statistics.gov.scot/id/statistical-geography/S01001484,S01001484,200000,230273,215000,250000,205000,251550,230000,250000,235000,282812,263000,335000,215000,270769,235000,330000
http://statistics.gov.scot/id/statistical-geography/S01001485,S01001485,149995,254905,280000,319995,146995,271667,294995,379995,115000,115000,115000,115000,142500,142500,142500,142500
http://statistics.gov.scot/id/statistical-geography/S01001486,S01001486,162500,230833,177500,300000,195000,306077,302500,360000,185000,280089,215500,350250,150000,217344,174950,250000
http://statistics.gov.scot/id/statistical-geography/S01001487,S01001487,119000,125250,125250,131500,100000,101090,105000,112500,85000,146217,105500,122300,99000,109500,109500,120000
http://statistics.gov.scot/id/statistical-geography/S01001488,S01001488,137000,155409,159000,172500,138000,146764,148623,158000,132562,154804,148512,176000,130046,143100,145000,153000
http://statistics.gov.scot/id/statistical-geography/S01001489,S01001489,132000,163857,155000,205000,133000,196788,220000,240517,132500,163429,148500,213000,135000,171444,140000,200000
http://statistics.gov.scot/id/statistical-geography/S01001490,S01001490,73500,85719,85275,89000,52000,83550,82250,98000,84000,96667,95000,99000,54000,103946,76875,103000
http://statistics.gov.scot/id/statistical-geography/S01001491,S01001491,205000,260938,285000,302250,232500,266464,285000,295000,216442,252331,246185,286000,239000,267450,245000,265000
http://statistics.gov.scot/id/statistical-geography/S01001492,S01001492,55000,110540,74700,185000,57500,110841,92000,131250,80000,112429,90000,130000,62000,126160,90000,155000
http://statistics.gov.scot/id/statistical-geography/S01001493,S01001493,141000,156706,161000,182532,111000,149375,164750,181250,151000,151000,151000,151000,110000,150000,170000,170000
http://statistics.gov.scot/id/statistical-geography/S01001494,S01001494,69500,112666,101000,138250,75000,92519,84000,118000,108750,150208,117750,217500,58100,64220,65000,70000
http://statistics.gov.scot/id/statistical-geography/S01001495,S01001495,175000,297400,320000,400000,120000,233217,222150,324000,88000,253874,250000,350000,230000,300102,335000,387500
http://statistics.gov.scot/id/statistical-geography/S01001496,S01001496,142500,228825,235000,316300,89999,187167,177500,250000,122000,249815,248000,355000,170000,223615,225000,275000
http://statistics.gov.scot/id/statistical-geography/S01001497,S01001497,65000,91750,92750,115000,66000,85357,77000,107500,50500,71238,76100,89688,72500,78184,75000,82500
http://statistics.gov.scot/id/statistical-geography/S01001498,S01001498,180000,217340,195600,225000,150000,192500,185000,235000,150000,194864,194591,245000,145000,217375,210000,278000
http://statistics.gov.scot/id/statistical-geography/S01001499,S01001499,143000,274000,235000,269000,122000,159322,150000,170500,160000,205533,200000,250000,122500,155929,135000,190000
http://statistics.gov.scot/id/statistical-geography/S01001500,S01001500,32000,103000,103000,174000,80000,94600,80000,87000,74000,125500,140000,162500,51258,108043,91500,174000
http://statistics.gov.scot/id/statistical-geography/S01001501,S01001501,170000,211134,211000,237750,173500,211455,229000,265000,205000,245545,247500,265000,145000,178333,175000,192500
http://statistics.gov.scot/id/statistical-geography/S01001502,S01001502,120000,140800,121000,123000,119000,135850,130000,137000,129750,145813,140125,161875,143000,195600,220000,235000
http://statistics.gov.scot/id/statistical-geography/S01001503,S01001503,120000,125000,125000,130000,124999,139593,126150,165000,134000,144278,145000,152500,115000,126100,128000,132500
http://statistics.gov.scot/id/statistical-geography/S01001504,S01001504,78500,93187,94000,111623,87000,93556,98500,107000,75000,92457,84950,100000,80000,104777,105000,124000
http://statistics.gov.scot/id/statistical-geography/S01001505,S01001505,145250,176425,153250,185000,170385,212238,214000,236000,165000,209750,200000,241000,158500,190424,187498,242500
http://statistics.gov.scot/id/statistical-geography/S01001506,S01001506,69500,126103,98500,136245,85250,143378,101500,207521,77000,111550,96000,120000,80000,104859,81000,130000
http://statistics.gov.scot/id/statistical-geography/S01001507,S01001507,205000,302083,292500,400000,200000,313580,320000,441250,220000,309333,268000,440000,212000,354499,371750,415000
http://statistics.gov.scot/id/statistical-geography/S01001508,S01001508,174000,209875,195750,245750,172000,199000,215750,227000,192000,230958,222500,248000,156000,189199,206000,213995
http://statistics.gov.scot/id/statistical-geography/S01001509,S01001509,82000,101600,95000,125000,81000,110333,110000,140000,92500,99375,100500,106250,87500,101875,102500,116250
http://statistics.gov.scot/id/statistical-geography/S01001510,S01001510,80000,161132,89475,220000,70000,117071,76000,106000,100000,137438,120000,176250,95375,116938,118500,138500
http://statistics.gov.scot/id/statistical-geography/S01001511,S01001511,275000,314375,316250,353750,131000,218395,240000,280000,346250,365000,360000,383750,83000,232636,269450,317500
http://statistics.gov.scot/id/statistical-geography/S01001512,S01001512,68500,90500,93000,110000,45000,70000,73000,92000,73000,88665,73000,119995,0,0,0,0
http://statistics.gov.scot/id/statistical-geography/S01001513,S01001513,52500,72833,78000,88000,50000,50000,50000,50000,60000,75082,69750,100000,75000,82900,76500,92000
http://statistics.gov.scot/id/statistical-geography/S01001514,S01001514,95000,126500,132250,157500,77000,117286,122000,139999,85000,101833,101000,117000,85000,117187,129498,152000
http://statistics.gov.scot/id/statistical-geography/S01001515,S01001515,185000,242676,225000,340000,169500,235096,195150,317500,70000,211086,232500,330000,176750,260000,241500,327500
http://statistics.gov.scot/id/statistical-geography/S01001516,S01001516,77250,88875,93000,100500,70000,79035,72675,88000,75000,94000,89998,115000,85000,101992,99250,110000
http://statistics.gov.scot/id/statistical-geography/S01001517,S01001517,81000,97750,85000,105000,74000,119510,86117,166950,85000,124429,106250,160000,93000,131182,126630,163589
http://statistics.gov.scot/id/statistical-geography/S01001518,S01001518,110998,128437,137500,150250,115000,121258,125000,135000,86000,118511,119500,150000,127500,130583,130000,135000
http://statistics.gov.scot/id/statistical-geography/S01001519,S01001519,180000,238750,203500,320000,172000,235167,203500,246250,160000,287997,220118,402575,145000,183901,161775,182500
http://statistics.gov.scot/id/statistical-geography/S01001520,S01001520,82000,88060,90200,97000,105000,125200,110000,140000,77500,99875,96000,122250,87000,102999,95000,110000
http://statistics.gov.scot/id/statistical-geography/S01001521,S01001521,110000,198222,132500,225000,100000,206844,130000,280000,103000,165971,115119,170000,120000,181733,132000,195000
http://statistics.gov.scot/id/statistical-geography/S01001522,S01001522,87025,105638,109250,124250,78050,129150,100000,185000,91000,103813,101500,111250,73250,90363,86225,107475
http://statistics.gov.scot/id/statistical-geography/S01001523,S01001523,193000,227519,241500,259500,195000,218904,225000,242000,210000,239500,234000,263000,150000,197200,215000,247500
http://statistics.gov.scot/id/statistical-geography/S01001524,S01001524,90000,95800,95000,108000,71250,87437,87500,97000,74000,82698,85000,88000,76000,91325,97750,107500
http://statistics.gov.scot/id/statistical-geography/S01001525,S01001525,85000,109375,97500,133750,63750,85913,98000,105053,107600,135050,135100,162500,75000,110333,109250,148500
http://statistics.gov.scot/id/statistical-geography/S01001526,S01001526,118500,167438,167750,210000,112500,165850,148000,225000,125000,166556,145000,163000,125000,145222,132000,159000
http://statistics.gov.scot/id/statistical-geography/S01001527,S01001527,155000,220000,220000,285000,132000,193833,162500,261000,130000,165889,150000,165000,125000,164000,134000,233000
http://statistics.gov.scot/id/statistical-geography/S01001528,S01001528,19000,182750,179250,258000,165050,274075,209500,280000,195000,245863,213750,279000,161000,204250,186000,247500
http://statistics.gov.scot/id/statistical-geography/S01001529,S01001529,110000,165817,166250,225000,120000,158695,157725,185000,139280,210128,214050,250000,105500,174643,198000,220000
http://statistics.gov.scot/id/statistical-geography/S01001530,S01001530,115000,137071,135500,177000,105000,121037,112000,146110,106000,139714,110000,152000,104000,118635,126500,147812
http://statistics.gov.scot/id/statistical-geography/S01001531,S01001531,105500,122777,115000,125000,83250,121625,115750,169000,83000,128628,111000,188000,95000,130042,125000,175000
http://statistics.gov.scot/id/statistical-geography/S01001532,S01001532,212500,338331,271325,477000,126750,281562,256000,400000,100000,359150,370500,645000,108600,260485,174250,472000
http://statistics.gov.scot/id/statistical-geography/S01001533,S01001533,290000,507063,499975,765000,191250,268406,222500,258750,280000,393887,355000,540000,190100,262864,280000,315500
http://statistics.gov.scot/id/statistical-geography/S01001534,S01001534,200000,246667,240000,300000,198000,247250,228000,299500,160000,190700,177250,240000,153500,172833,180000,185000
http://statistics.gov.scot/id/statistical-geography/S01001535,S01001535,35000,177356,116500,250000,102500,166722,116000,256500,105000,165857,125000,260000,110000,170952,145000,230000
http://statistics.gov.scot/id/statistical-geography/S01001536,S01001536,75500,78750,78750,82000,68000,79900,78000,81000,45000,70000,75000,95000,80000,87500,87500,95000
http://statistics.gov.scot/id/statistical-geography/S01001537,S01001537,0,0,0,0,55000,55000,55000,55000,0,0,0,0,75000,95000,105000,105000
http://statistics.gov.scot/id/statistical-geography/S01001538,S01001538,95000,150000,118000,205000,125000,154571,147500,195000,166500,229344,223500,289875,139000,211900,205000,245500
http://statistics.gov.scot/id/statistical-geography/S01001539,S01001539,90000,222500,222500,355000,128750,161569,166500,197500,94500,138167,112500,163500,100000,141583,136500,173995
http://statistics.gov.scot/id/statistical-geography/S01001540,S01001540,240150,377330,470000,492000,230000,275333,250000,315000,272000,312278,272000,393000,211000,210500,219000,245000
http://statistics.gov.scot/id/statistical-geography/S01001541,S01001541,167500,189167,200000,200000,130000,152469,153900,171000,105000,129932,110000,169000,119775,143819,143000,160000
http://statistics.gov.scot/id/statistical-geography/S01001542,S01001542,70200,75098,75098,79995,94250,135562,144625,166500,102000,112571,120000,130000,130000,157875,154000,193500
http://statistics.gov.scot/id/statistical-geography/S01001543,S01001543,0,0,0,0,87778,130319,104000,160000,117500,152928,140000,195000,114000,124000,125000,138000
http://statistics.gov.scot/id/statistical-geography/S01001544,S01001544,136998,205999,214998,275000,83500,121736,108000,122000,78500,122167,125000,163000,160200,318240,161000,495000
http://statistics.gov.scot/id/statistical-geography/S01001545,S01001545,112000,139042,135000,169000,68500,105107,107500,125000,92000,139020,140500,182500,87500,114337,115000,119850
http://statistics.gov.scot/id/statistical-geography/S01001546,S01001546,72500,72500,72500,72500,85000,108583,93250,150000,32500,92286,116000,135000,114000,146900,145000,168000
http://statistics.gov.scot/id/statistical-geography/S01001547,S01001547,190000,190000,190000,190000,60000,75000,75000,90000,56500,113750,104000,176000,72000,108333,89000,164000
