Area Identifier,Area Name,House Prices: Reference Period = 2011; measure type = Lower Quartile,House Prices: Reference Period = 2011; measure type = Mean,House Prices: Reference Period = 2011; measure type = Median,House Prices: Reference Period = 2011; measure type = Upper Quartile,House Prices: Reference Period = 2012; measure type = Lower Quartile,House Prices: Reference Period = 2012; measure type = Mean,House Prices: Reference Period = 2012; measure type = Median,House Prices: Reference Period = 2012; measure type = Upper Quartile,House Prices: Reference Period = 2010; measure type = Lower Quartile,House Prices: Reference Period = 2010; measure type = Mean,House Prices: Reference Period = 2010; measure type = Median,House Prices: Reference Period = 2010; measure type = Upper Quartile,House Prices: Reference Period = 2009; measure type = Lower Quartile,House Prices: Reference Period = 2009; measure type = Mean,House Prices: Reference Period = 2009; measure type = Median,House Prices: Reference Period = 2009; measure type = Upper Quartile
http://statistics.gov.scot/id/statistical-geography/S01003794,S01003794,169000,218500,195000,200000,165000,203505,180267,249999,105000,337286,190000,660000,410000,410100,412500,491000
http://statistics.gov.scot/id/statistical-geography/S01003795,S01003795,225000,232500,232500,240000,100000,100000,100000,100000,250000,268665,281000,295000,240000,235890,249950,265000
http://statistics.gov.scot/id/statistical-geography/S01003796,S01003796,87000,127167,114500,180000,63662,86331,89000,109000,85000,103333,85000,140000,108000,108000,108000,108000
http://statistics.gov.scot/id/statistical-geography/S01003797,S01003797,100000,105389,113000,116500,65000,91400,96000,114000,79500,99604,115000,118625,80000,98455,93500,115000
http://statistics.gov.scot/id/statistical-geography/S01003798,S01003798,159000,212270,171000,213000,136000,173983,188000,209433,179000,209269,208000,250000,167500,179125,175000,187500
http://statistics.gov.scot/id/statistical-geography/S01003799,S01003799,135000,146098,147500,152000,124000,142166,139000,163000,134000,146182,148000,162000,137000,149232,140000,170000
http://statistics.gov.scot/id/statistical-geography/S01003800,S01003800,165000,195833,180000,242500,140100,216420,247000,285000,85000,132110,91330,220000,83500,127300,88000,175000
http://statistics.gov.scot/id/statistical-geography/S01003801,S01003801,89750,120188,112500,124500,100000,132332,114500,119995,110000,129100,114000,115000,100500,124854,112500,145000
http://statistics.gov.scot/id/statistical-geography/S01003802,S01003802,99250,110375,111500,122000,112500,118417,117500,125000,125000,131385,130000,140000,125000,141500,130000,142000
http://statistics.gov.scot/id/statistical-geography/S01003803,S01003803,64000,180708,185125,275000,296000,296000,296000,296000,184950,239925,262500,303750,279000,332750,333000,386500
http://statistics.gov.scot/id/statistical-geography/S01003804,S01003804,53750,80125,89000,105000,87000,120714,135000,148000,90000,87000,92500,112500,92250,108292,94000,138500
http://statistics.gov.scot/id/statistical-geography/S01003805,S01003805,106500,147833,155000,182500,124375,157422,156000,180000,95000,131822,102000,168000,90000,140867,110000,153000
http://statistics.gov.scot/id/statistical-geography/S01003806,S01003806,72500,161250,161250,250000,120000,120750,120750,121500,112500,147499,120000,124995,126000,182250,160000,249500
http://statistics.gov.scot/id/statistical-geography/S01003807,S01003807,142000,150825,146124,148000,138000,143900,145000,155000,130000,146500,150000,165000,146000,153500,154000,170000
http://statistics.gov.scot/id/statistical-geography/S01003808,S01003808,75257,124751,125000,161500,79000,125180,124000,150000,125000,138982,145000,155000,85475,121778,108300,149000
http://statistics.gov.scot/id/statistical-geography/S01003809,S01003809,85000,101233,90000,128700,118000,129393,125000,130000,125000,124714,131000,136000,119000,140563,134000,166750
http://statistics.gov.scot/id/statistical-geography/S01003810,S01003810,185275,273676,255900,347250,153500,203515,210000,250000,180500,261167,210000,235000,190000,284461,280000,330000
http://statistics.gov.scot/id/statistical-geography/S01003811,S01003811,106000,239750,181000,276000,158000,222100,241000,260000,150000,204333,172500,237000,99000,190300,179750,242000
http://statistics.gov.scot/id/statistical-geography/S01003812,S01003812,100000,114567,112000,130000,100000,134831,117500,120500,100000,121667,118000,130000,100000,126565,115000,127000
http://statistics.gov.scot/id/statistical-geography/S01003813,S01003813,148000,157125,157000,164750,148000,161812,156000,168000,146000,167816,160000,170675,140000,154500,154000,169000
http://statistics.gov.scot/id/statistical-geography/S01003814,S01003814,241250,273688,250000,300000,199025,242319,254000,282500,121750,195875,195000,247500,167250,211313,236500,249000
http://statistics.gov.scot/id/statistical-geography/S01003815,S01003815,93875,193542,116500,195000,108000,171550,171000,222000,108250,160050,131000,205000,100000,193115,130000,182000
http://statistics.gov.scot/id/statistical-geography/S01003816,S01003816,172000,189833,180000,222000,125000,163282,164000,189950,99000,133667,128800,145000,137250,176938,162750,191250
http://statistics.gov.scot/id/statistical-geography/S01003817,S01003817,84000,101275,98000,118550,115500,125250,125250,135000,104000,112776,116000,121984,115000,121800,124000,125000
http://statistics.gov.scot/id/statistical-geography/S01003818,S01003818,112000,125083,120000,135000,115000,122714,125000,134000,135000,132500,138000,140000,127000,131071,130000,137500
http://statistics.gov.scot/id/statistical-geography/S01003819,S01003819,151500,173420,175000,210000,170000,193563,195000,220000,155000,192072,189500,229500,175000,202255,206500,235000
http://statistics.gov.scot/id/statistical-geography/S01003820,S01003820,105000,158012,120000,160000,88500,149026,117555,188000,93000,137552,124000,180000,105000,144196,134017,155000
http://statistics.gov.scot/id/statistical-geography/S01003821,S01003821,120000,126400,130000,135000,103650,113825,116650,124000,112000,118679,120000,124000,97500,114188,119000,125250
http://statistics.gov.scot/id/statistical-geography/S01003822,S01003822,115000,145400,120000,150000,121500,135333,130000,154500,88000,117083,125000,139000,100000,112500,112500,125000
http://statistics.gov.scot/id/statistical-geography/S01003823,S01003823,153000,205000,191000,196000,133375,201035,160000,239250,130000,200631,180150,240000,105000,139353,140000,150000
http://statistics.gov.scot/id/statistical-geography/S01003824,S01003824,70750,132068,93000,208500,133000,170344,175000,192000,120000,176000,147500,215000,80000,107318,89588,105000
http://statistics.gov.scot/id/statistical-geography/S01003825,S01003825,180000,185000,180000,195000,180000,180000,180000,180000,142000,175667,180000,205000,150000,150000,150000,150000
http://statistics.gov.scot/id/statistical-geography/S01003826,S01003826,71318,104623,85050,121500,50000,107518,123000,135111,77100,118621,88525,115000,100000,138590,122000,144000
http://statistics.gov.scot/id/statistical-geography/S01003827,S01003827,122000,162464,143750,195000,125000,171407,165000,195000,127000,173375,166000,202500,117500,160947,138000,190000
http://statistics.gov.scot/id/statistical-geography/S01003828,S01003828,155000,219077,225000,270000,172000,209714,212000,287500,138995,184014,182500,200000,150000,211423,175000,232000
http://statistics.gov.scot/id/statistical-geography/S01003829,S01003829,112250,118375,117250,124500,90000,110429,106000,130000,106000,109167,110000,120000,137000,143500,143500,150000
http://statistics.gov.scot/id/statistical-geography/S01003830,S01003830,113107,121702,125000,127000,109000,108214,120000,125000,100000,109917,109500,113000,125000,130000,130000,135000
http://statistics.gov.scot/id/statistical-geography/S01003831,S01003831,85500,119333,129000,136500,142000,144167,147500,150000,89500,126700,132500,160500,87500,113273,116000,135000
http://statistics.gov.scot/id/statistical-geography/S01003832,S01003832,95000,166969,110125,260750,135500,258450,292500,335000,115000,198442,153000,280000,140000,212591,225000,325000
http://statistics.gov.scot/id/statistical-geography/S01003833,S01003833,76000,98219,105000,122500,85000,113361,103000,138000,88000,149611,115000,219000,78500,114261,107500,155000
http://statistics.gov.scot/id/statistical-geography/S01003834,S01003834,103500,121500,108500,139500,95500,128917,120000,154500,92000,152429,130000,215000,87250,113483,113000,138000
http://statistics.gov.scot/id/statistical-geography/S01003835,S01003835,85000,106416,91750,134995,103000,124833,120500,128000,91500,118515,116750,134500,99000,140125,119000,190000
http://statistics.gov.scot/id/statistical-geography/S01003836,S01003836,81750,87417,82500,98000,76500,92143,94000,112000,91000,113650,103500,130000,93000,105900,103750,120000
http://statistics.gov.scot/id/statistical-geography/S01003837,S01003837,110125,123229,130000,136250,120000,138677,125000,169950,100000,114545,105000,125000,97000,103833,106500,123000
http://statistics.gov.scot/id/statistical-geography/S01003838,S01003838,138750,143313,140000,152000,86239,109620,109620,133000,138000,139000,139000,140000,138000,150917,145250,165000
http://statistics.gov.scot/id/statistical-geography/S01003839,S01003839,112000,118500,120000,125000,84000,101300,100000,120000,89750,97125,94000,104500,87000,99240,99000,105000
http://statistics.gov.scot/id/statistical-geography/S01003840,S01003840,99250,123000,135250,143750,115000,138143,135000,152000,90000,113300,103500,140000,77250,108750,100000,143500
http://statistics.gov.scot/id/statistical-geography/S01003841,S01003841,107000,163450,163749,250000,120000,153000,120000,175000,122500,155875,157500,208000,40550,153579,175000,200000
http://statistics.gov.scot/id/statistical-geography/S01003842,S01003842,100000,105833,120000,125000,124999,159583,156750,175000,165000,201286,168000,294000,145000,204277,165000,260000
http://statistics.gov.scot/id/statistical-geography/S01003843,S01003843,220000,228500,220000,245000,125000,175192,145000,220000,165000,212885,225000,280000,200000,216445,237975,274000
http://statistics.gov.scot/id/statistical-geography/S01003844,S01003844,135000,148847,153010,160500,135000,153503,155000,160000,124000,148813,156000,175000,128000,150350,155000,165000
http://statistics.gov.scot/id/statistical-geography/S01003845,S01003845,85300,114616,108750,139000,77500,100750,100500,117500,25000,78000,88000,100000,74133,114931,117500,140000
http://statistics.gov.scot/id/statistical-geography/S01003846,S01003846,49189,116138,149000,172500,1550,132500,56500,132500,180000,205988,205000,270393,115000,153136,137500,182500
http://statistics.gov.scot/id/statistical-geography/S01003847,S01003847,127750,182069,156250,254000,99500,175750,120000,315000,125000,169304,170000,215000,108000,120750,115000,137500
http://statistics.gov.scot/id/statistical-geography/S01003848,S01003848,145000,168714,153000,230000,114000,157200,185000,192000,115000,161750,132500,215500,135000,154904,155500,191000
http://statistics.gov.scot/id/statistical-geography/S01003849,S01003849,61000,76013,75200,78850,42500,92500,115000,120000,68400,85513,75525,102625,65350,86169,92500,108500
http://statistics.gov.scot/id/statistical-geography/S01003850,S01003850,93000,138222,115000,132000,115000,119111,117000,120000,87000,138385,125000,169500,103000,135250,130500,170000
http://statistics.gov.scot/id/statistical-geography/S01003851,S01003851,150000,177500,174500,193000,164250,180069,172750,196275,150000,163009,160000,175000,158000,174000,175000,203000
http://statistics.gov.scot/id/statistical-geography/S01003852,S01003852,85000,111650,110000,136000,85000,106250,95000,125000,120000,136250,140000,162500,105000,126600,122500,140000
http://statistics.gov.scot/id/statistical-geography/S01003853,S01003853,89000,143417,116750,170500,80000,125643,119000,138000,79200,137030,105250,213500,88000,116768,98000,126000
http://statistics.gov.scot/id/statistical-geography/S01003854,S01003854,116875,156454,140000,203250,75000,133286,130000,181000,120500,122750,124500,125000,126000,137792,134000,163500
http://statistics.gov.scot/id/statistical-geography/S01003855,S01003855,64750,86125,93500,107500,30000,61000,61000,92000,45000,67979,77500,85000,76000,90750,95000,105500
http://statistics.gov.scot/id/statistical-geography/S01003856,S01003856,114000,109357,118000,120000,105000,114722,116000,120000,105000,113350,115000,125000,112000,113808,113000,114000
http://statistics.gov.scot/id/statistical-geography/S01003857,S01003857,200000,235071,224500,249999,175000,270125,282500,350000,205000,247450,220000,292000,155000,165833,167500,170000
http://statistics.gov.scot/id/statistical-geography/S01003858,S01003858,113000,112575,118000,123000,115000,112800,118000,123500,105000,114500,121500,124000,100000,105714,110000,115000
http://statistics.gov.scot/id/statistical-geography/S01003859,S01003859,145000,170333,165000,176000,152250,164938,155000,176500,167000,184861,178000,205000,170000,184600,172000,173500
http://statistics.gov.scot/id/statistical-geography/S01003860,S01003860,76000,81000,82000,85000,70000,70000,70000,70000,77500,86250,86250,95000,0,0,0,0
http://statistics.gov.scot/id/statistical-geography/S01003861,S01003861,114000,120808,123000,135000,112000,122244,120000,147700,88500,114357,110000,130000,91378,115703,112500,131000
http://statistics.gov.scot/id/statistical-geography/S01003862,S01003862,0,0,0,0,112000,112000,112000,112000,73000,73000,73000,73000,0,0,0,0
http://statistics.gov.scot/id/statistical-geography/S01003863,S01003863,145000,185571,173000,235000,195000,215371,218000,248500,198150,185267,217500,222950,205000,225100,210000,242500
http://statistics.gov.scot/id/statistical-geography/S01003864,S01003864,107500,147875,133750,188250,165000,206750,198000,320000,160130,202845,193750,212500,140000,193265,190000,226153
http://statistics.gov.scot/id/statistical-geography/S01003865,S01003865,162000,258000,230000,362500,115500,167167,173000,205000,105000,179325,191000,249000,110000,173430,135000,242400
http://statistics.gov.scot/id/statistical-geography/S01003866,S01003866,62000,144929,168750,207000,74000,145250,120000,167000,1685,103167,109000,175000,45000,163318,141250,205000
http://statistics.gov.scot/id/statistical-geography/S01003867,S01003867,140000,174071,180000,205000,93000,143595,127500,205000,145000,181022,204950,219950,127000,157617,137500,214950
http://statistics.gov.scot/id/statistical-geography/S01003868,S01003868,158950,194845,182950,209975,159950,214471,199950,250000,180000,251000,238000,335000,165000,240938,257500,311250
http://statistics.gov.scot/id/statistical-geography/S01003869,S01003869,100000,190759,171000,280000,30000,138333,60000,250000,45000,170115,170000,247000,750,192542,95000,192000
http://statistics.gov.scot/id/statistical-geography/S01003870,S01003870,200000,217100,215000,247500,112000,156950,175000,189000,95000,122156,110000,135000,85643,133409,122500,201000
http://statistics.gov.scot/id/statistical-geography/S01003871,S01003871,100000,165000,190000,242500,67000,128600,103000,140000,65000,123816,150000,170000,100000,145865,164500,175000
http://statistics.gov.scot/id/statistical-geography/S01003872,S01003872,174250,199375,212000,224500,78000,185833,192500,270000,180000,172230,195000,222150,128125,209646,220500,289000
http://statistics.gov.scot/id/statistical-geography/S01003873,S01003873,85000,229875,159000,325500,150000,169455,155000,200000,115000,169244,162000,265000,142500,211771,195000,261500
http://statistics.gov.scot/id/statistical-geography/S01003874,S01003874,160000,188300,178750,217000,165000,202571,199000,227500,89000,189492,161500,249950,157000,195400,160000,280000
http://statistics.gov.scot/id/statistical-geography/S01003875,S01003875,147500,186000,195000,205000,145000,187958,198950,245000,163500,204250,182500,220000,120000,187357,173924,270000
http://statistics.gov.scot/id/statistical-geography/S01003876,S01003876,239000,253300,265000,285000,140000,205628,204500,245000,167500,246667,214750,295000,46500,133000,97500,219500
http://statistics.gov.scot/id/statistical-geography/S01003877,S01003877,247000,247000,247000,247000,114000,208250,249000,302500,210000,245333,249000,277000,118000,194500,145000,175000
http://statistics.gov.scot/id/statistical-geography/S01003878,S01003878,100000,138667,116500,172000,115000,131056,137000,155000,102000,130455,110000,165000,97000,119400,130500,137000
http://statistics.gov.scot/id/statistical-geography/S01003879,S01003879,136100,170700,165550,175000,143000,207167,208000,237500,98000,158432,150777,249000,175000,184083,198750,247000
http://statistics.gov.scot/id/statistical-geography/S01003880,S01003880,118000,169700,170000,216500,109000,137955,123000,158500,124500,140500,132500,153500,133000,153621,141000,180000
http://statistics.gov.scot/id/statistical-geography/S01003881,S01003881,110000,182714,230000,250000,151020,290729,260000,370000,132500,253500,140000,380000,181500,240250,252000,299000
http://statistics.gov.scot/id/statistical-geography/S01003882,S01003882,163000,176500,176500,190000,75000,95000,95000,115000,115000,133333,115000,170000,128000,142600,130000,150000
http://statistics.gov.scot/id/statistical-geography/S01003883,S01003883,101000,141875,126500,191500,82500,121775,136825,147500,88000,141717,147000,165000,95000,159214,152500,228000
http://statistics.gov.scot/id/statistical-geography/S01003884,S01003884,115000,141571,143500,180000,105000,121200,108000,113500,97500,141500,125750,178000,155000,172500,172500,190000
http://statistics.gov.scot/id/statistical-geography/S01003885,S01003885,125000,140833,140000,157500,112750,131375,131250,152500,145000,164556,165000,195000,128000,131450,130000,135000
http://statistics.gov.scot/id/statistical-geography/S01003886,S01003886,95000,105667,97000,125000,120000,127900,124500,133500,94500,116857,117000,136000,97000,112333,120000,120000
http://statistics.gov.scot/id/statistical-geography/S01003887,S01003887,85000,208000,105000,390000,118000,149550,124950,136500,90000,204667,108000,416000,120500,124750,124500,129000
http://statistics.gov.scot/id/statistical-geography/S01003888,S01003888,163000,220951,228750,250000,160000,202819,213250,232000,170000,218893,198800,245000,162000,203050,181000,236500
http://statistics.gov.scot/id/statistical-geography/S01003889,S01003889,95000,113250,110000,150000,123475,137738,136500,152000,107000,120583,125750,145000,125000,125000,125000,125000
http://statistics.gov.scot/id/statistical-geography/S01003890,S01003890,112000,162125,166500,185500,120000,156909,135000,215000,165000,207917,189500,267500,135000,195650,172550,250000
http://statistics.gov.scot/id/statistical-geography/S01003891,S01003891,130000,136558,141259,160000,155000,161111,160000,168500,130000,146214,143000,165000,108000,127444,126000,148000
http://statistics.gov.scot/id/statistical-geography/S01003892,S01003892,91500,108000,117500,135500,121500,148679,130000,177000,104500,140375,123500,176250,95000,106804,100000,115000
http://statistics.gov.scot/id/statistical-geography/S01003893,S01003893,152000,187846,188000,205000,122000,208700,161250,199000,150000,208833,222500,275000,150000,218179,170000,245000
http://statistics.gov.scot/id/statistical-geography/S01003894,S01003894,84000,148923,107500,180000,85000,132235,132500,174500,90000,143022,146000,178000,85000,120438,99500,150000
http://statistics.gov.scot/id/statistical-geography/S01003895,S01003895,120250,139688,155000,161000,122000,148167,142000,180000,130000,138429,145000,182000,126500,169583,166500,208000
http://statistics.gov.scot/id/statistical-geography/S01003896,S01003896,125000,143050,151000,180000,170000,244333,239000,275000,250000,445000,437500,640000,96188,178445,145000,215000
http://statistics.gov.scot/id/statistical-geography/S01003897,S01003897,166000,243556,200000,215000,120000,185111,137500,190000,185000,190135,196500,207000,130000,216650,243750,275000
http://statistics.gov.scot/id/statistical-geography/S01003898,S01003898,177000,232000,237500,275000,180000,289444,222000,360000,210000,256000,242000,275000,155000,268227,220000,250000
http://statistics.gov.scot/id/statistical-geography/S01003899,S01003899,163500,186056,190000,195000,147000,196156,175000,236000,141500,207250,203500,273000,157500,190125,192500,200000
http://statistics.gov.scot/id/statistical-geography/S01003900,S01003900,93000,110800,105000,128000,90000,145373,120000,190000,97000,137623,125000,187000,90000,119833,108250,155000
http://statistics.gov.scot/id/statistical-geography/S01003901,S01003901,120000,179188,147563,210000,87000,187083,132000,210000,190000,244583,221250,335000,120710,177269,160750,240000
http://statistics.gov.scot/id/statistical-geography/S01003902,S01003902,103000,146450,142500,170000,100000,149449,135144,173000,106250,138506,122500,162750,126750,209750,209000,250000
http://statistics.gov.scot/id/statistical-geography/S01003903,S01003903,1,178571,230000,325000,212500,243955,249500,250000,195000,217564,240000,250000,110000,248567,279500,350000
http://statistics.gov.scot/id/statistical-geography/S01003904,S01003904,84000,141542,89375,195000,80500,132875,107000,159000,85250,124625,102500,164250,95000,102962,100000,105000
http://statistics.gov.scot/id/statistical-geography/S01003905,S01003905,200000,225182,235000,250000,173000,204500,198000,249999,130000,214864,225000,275000,200000,243636,250000,305000
http://statistics.gov.scot/id/statistical-geography/S01003906,S01003906,90000,102581,109500,118500,105000,132400,125000,159000,110000,116333,122500,130500,125000,141500,145000,154500
http://statistics.gov.scot/id/statistical-geography/S01003907,S01003907,78500,93000,88500,107500,81500,96875,92000,101500,92500,119833,99000,133000,82500,93583,103000,108000
http://statistics.gov.scot/id/statistical-geography/S01003908,S01003908,94500,104750,102500,115000,106500,112250,108000,120000,103000,101100,104000,106000,112000,114400,120000,120000
http://statistics.gov.scot/id/statistical-geography/S01003909,S01003909,145000,148000,150000,165000,166500,184750,180500,203000,134600,159920,165000,165000,122500,148167,150000,170000
http://statistics.gov.scot/id/statistical-geography/S01003910,S01003910,92000,125600,93000,173000,90000,112000,100000,145000,135125,160063,160063,185000,130000,136249,134999,145000
http://statistics.gov.scot/id/statistical-geography/S01003911,S01003911,100,99550,120250,125000,110,162500,125000,200000,114000,146528,170000,185000,90000,141714,165000,192000
http://statistics.gov.scot/id/statistical-geography/S01003912,S01003912,235000,235000,235000,235000,83000,115000,110000,142000,185000,207786,205000,250000,191000,204571,220000,240000
http://statistics.gov.scot/id/statistical-geography/S01003913,S01003913,136000,225300,249900,290000,173500,198000,198500,222500,115777,178432,192000,250000,127500,175250,182500,223000
http://statistics.gov.scot/id/statistical-geography/S01003914,S01003914,125000,129800,135000,150000,100,163750,85000,185000,16000,134853,146500,195000,24405,153000,137500,180000
http://statistics.gov.scot/id/statistical-geography/S01003915,S01003915,121250,161510,157500,185000,100000,142020,125100,190000,110400,147188,127500,200000,100000,156825,182500,215000
http://statistics.gov.scot/id/statistical-geography/S01003916,S01003916,131270,182324,180000,205000,150000,182087,187500,237000,280000,316700,368000,380000,181500,207917,195500,223000
http://statistics.gov.scot/id/statistical-geography/S01003917,S01003917,99995,204500,176500,295000,175000,194000,185000,210000,105000,214391,177500,329063,115000,168905,155000,200000
http://statistics.gov.scot/id/statistical-geography/S01003918,S01003918,131000,162944,147500,190000,100500,145714,144500,170000,140000,148862,145000,161587,120000,280333,201000,520000
http://statistics.gov.scot/id/statistical-geography/S01003919,S01003919,65000,89019,77250,105000,82000,113481,100500,112000,58000,75756,72000,77800,72500,102745,112500,120000
http://statistics.gov.scot/id/statistical-geography/S01003920,S01003920,82000,127333,110000,190000,80000,138000,125000,195000,49950,98557,95000,110000,49950,68280,71500,72000
http://statistics.gov.scot/id/statistical-geography/S01003921,S01003921,106000,139096,122500,160000,112000,148217,115000,160000,96000,113582,110000,133950,87000,128563,130000,160000
http://statistics.gov.scot/id/statistical-geography/S01003922,S01003922,150000,156250,156250,162500,132500,156900,169300,181300,153750,173695,161640,193640,162500,183722,162500,212500
http://statistics.gov.scot/id/statistical-geography/S01003923,S01003923,0,0,0,0,86000,91500,90500,97000,84500,84750,84750,85000,73000,92667,95000,110000
http://statistics.gov.scot/id/statistical-geography/S01003924,S01003924,88000,88000,88000,88000,0,,0,0,24975,69238,72975,113500,70000,70000,70000,70000
http://statistics.gov.scot/id/statistical-geography/S01003925,S01003925,75000,118917,91500,136000,85000,98500,92000,112000,100000,111750,112500,123500,90500,127125,109000,129000
http://statistics.gov.scot/id/statistical-geography/S01003926,S01003926,87750,88875,88500,90000,53000,80250,88000,107500,91000,155833,97000,279500,70500,98250,102750,126000
http://statistics.gov.scot/id/statistical-geography/S01003927,S01003927,130000,197582,206500,249990,123500,160125,155000,202000,105000,143333,125000,200000,145000,234125,163500,203000
http://statistics.gov.scot/id/statistical-geography/S01003928,S01003928,79000,79000,79000,79000,83500,84250,84250,85000,75000,125000,115000,185000,130500,149250,150500,168000
http://statistics.gov.scot/id/statistical-geography/S01003929,S01003929,92500,103750,103750,115000,110000,119800,114000,118000,105000,157000,155000,209000,71500,71750,71750,72000
http://statistics.gov.scot/id/statistical-geography/S01003930,S01003930,85600,100018,108000,124000,96000,123200,112000,164000,82000,120610,120000,120000,68500,95500,87500,107000
http://statistics.gov.scot/id/statistical-geography/S01003931,S01003931,122500,143188,147000,149500,155000,168000,169000,175000,121000,131285,145000,175000,169000,172690,183000,186500
http://statistics.gov.scot/id/statistical-geography/S01003932,S01003932,90800,136471,127025,170000,96500,130062,127500,145000,208000,207300,225000,228500,168500,184833,181000,205000
http://statistics.gov.scot/id/statistical-geography/S01003933,S01003933,90000,187500,187500,285000,175000,262400,226000,241000,125000,224818,190000,275000,71000,174250,155000,180000
http://statistics.gov.scot/id/statistical-geography/S01003934,S01003934,100000,167083,170000,231000,114500,142031,126375,167500,117000,158283,126500,230000,120998,171791,155500,217500
http://statistics.gov.scot/id/statistical-geography/S01003935,S01003935,109500,142875,158500,176250,73000,76800,85000,88000,70000,156667,105000,295000,72000,97333,80000,140000
http://statistics.gov.scot/id/statistical-geography/S01003936,S01003936,160000,211088,172500,250000,105000,141500,142500,170000,99688,142398,135500,177500,77500,139950,145000,174995
http://statistics.gov.scot/id/statistical-geography/S01003937,S01003937,74000,71800,80000,81000,61000,100517,96000,147000,85000,106683,96500,129000,98500,133250,123000,168000
http://statistics.gov.scot/id/statistical-geography/S01003938,S01003938,145000,177333,192000,195000,150000,229883,205650,263000,125000,209500,196000,250000,137500,174641,184063,219500
http://statistics.gov.scot/id/statistical-geography/S01003939,S01003939,60000,114107,111750,170000,94750,179688,160000,205000,90000,115083,125500,159500,92000,124786,122500,143250
http://statistics.gov.scot/id/statistical-geography/S01003940,S01003940,137500,157687,140000,187000,105000,154250,140870,198000,119500,125000,125000,155000,115000,153643,172000,185000
http://statistics.gov.scot/id/statistical-geography/S01003941,S01003941,34000,161571,173250,191000,116000,126750,123500,137500,62000,130786,130000,191000,122500,173125,175000,175000
http://statistics.gov.scot/id/statistical-geography/S01003942,S01003942,80000,109856,106000,115000,95250,123179,110000,127000,99950,126421,100000,152000,87250,116450,93500,134550
http://statistics.gov.scot/id/statistical-geography/S01003943,S01003943,46000,74125,81000,102250,89000,115773,117500,152000,88250,128250,116750,168250,43975,91638,60975,85000
http://statistics.gov.scot/id/statistical-geography/S01003944,S01003944,95000,108990,115000,120000,58000,94500,108000,117500,90000,104500,106750,132500,100000,123787,107000,117500
http://statistics.gov.scot/id/statistical-geography/S01003945,S01003945,120000,190714,180000,280000,118000,152944,148000,172500,125000,152000,140000,175000,94500,119750,127500,145000
http://statistics.gov.scot/id/statistical-geography/S01003946,S01003946,120000,211850,225000,250000,152000,211812,185000,237500,149000,180230,195000,250000,115000,157733,145000,150000
http://statistics.gov.scot/id/statistical-geography/S01003947,S01003947,125000,155750,137500,196500,103500,151125,137500,202500,100000,160231,152500,185000,99000,135837,130000,165000
http://statistics.gov.scot/id/statistical-geography/S01003948,S01003948,187500,211241,237500,257250,138500,207100,213500,230000,212212,271030,225000,365000,50375,160000,137500,190000
http://statistics.gov.scot/id/statistical-geography/S01003949,S01003949,115000,199000,202500,235000,100000,154202,143523,171000,166000,219556,190000,220000,125000,205000,187500,235000
http://statistics.gov.scot/id/statistical-geography/S01003950,S01003950,82000,154333,120000,163000,100000,161960,125000,230000,92000,100714,101000,117000,62861,120116,117488,125000
http://statistics.gov.scot/id/statistical-geography/S01003951,S01003951,95000,114318,111000,115000,92600,149888,166000,192000,120000,172833,179000,215000,108746,143748,150000,160000
http://statistics.gov.scot/id/statistical-geography/S01003952,S01003952,176500,199750,202000,223000,59278,203167,164750,246000,136500,204292,226500,266250,146555,167685,164000,192500
http://statistics.gov.scot/id/statistical-geography/S01003953,S01003953,300,93409,35000,200000,90000,146800,184000,190000,178000,253500,232500,350000,103000,152500,122000,205000
http://statistics.gov.scot/id/statistical-geography/S01003954,S01003954,105000,131778,160000,185000,180000,211500,211500,243000,140000,198586,180000,249500,75000,149083,155000,178000
http://statistics.gov.scot/id/statistical-geography/S01003955,S01003955,127000,194444,140000,280000,100000,126417,117500,160000,100000,141221,124000,180000,152500,186563,168750,242500
http://statistics.gov.scot/id/statistical-geography/S01003956,S01003956,115000,147667,129000,198000,141500,207000,197500,272500,140500,198500,182500,241000,125175,160088,157500,195000
http://statistics.gov.scot/id/statistical-geography/S01003957,S01003957,300,56667,58000,112000,45000,95410,67897,95000,76500,136745,136468,212000,97500,188300,150500,225000
http://statistics.gov.scot/id/statistical-geography/S01003958,S01003958,91000,98000,95000,108000,100000,137500,135000,160000,110000,117244,125000,144000,64500,112938,92750,167000
http://statistics.gov.scot/id/statistical-geography/S01003959,S01003959,1125,96950,115000,160000,132500,150167,158000,160000,90000,151429,130000,190000,99000,184268,152500,237000
http://statistics.gov.scot/id/statistical-geography/S01003960,S01003960,87000,94500,92000,102000,80000,94250,83000,85500,95000,145833,156250,187500,115000,191250,155000,267500
http://statistics.gov.scot/id/statistical-geography/S01003961,S01003961,63000,66500,66500,70000,59105,87052,87053,115000,115000,144600,143000,185000,85000,109400,105000,130000
http://statistics.gov.scot/id/statistical-geography/S01003962,S01003962,110000,126000,125000,155000,105000,149000,162000,180000,89748,166530,151250,237498,62998,86624,93000,105000
http://statistics.gov.scot/id/statistical-geography/S01003963,S01003963,200,169000,235000,249000,500,175000,1500,175000,80000,179845,195263,264116,275,324000,5250,167000
http://statistics.gov.scot/id/statistical-geography/S01003964,S01003964,100000,140286,143000,187500,121500,177688,143750,212500,100000,152600,140000,215000,120000,164200,170000,205000
http://statistics.gov.scot/id/statistical-geography/S01003965,S01003965,86000,119000,140000,150000,78000,140983,95000,249950,36000,81439,90318,134000,90000,190000,190000,290000
